Count,WeightedCount,Goals,WeightedGoals,GoalProbability,y,x,event,WeightedProbabiliticGoals
12,0.0201768427176279,0,0,0,16,102,Shot,0
23,0.190586315339417,0,0,0,18,102,Shot,0
38,0.759576645529025,2,0.000333388645287386,0.000438913764989693,20,102,Shot,0.000333388645287386
51,1.56581118043507,2,0.00723313020393739,0.00461941407387807,22,102,Shot,0.00723313020393739
62,2.2497127850547,2,0.0611815925523765,0.0271952904205454,24,102,Shot,0.0611815925523765
76,2.56917118420558,3,0.203481728253212,0.0792013118877211,26,102,Shot,0.203481728253212
90,2.57215545438027,3,0.269310823575888,0.104702390019726,28,102,Shot,0.269310823575888
105,2.64898608774968,7,0.173560475750925,0.0655195874955932,30,102,Shot,0.173560475750925
103,2.88829593259983,8,0.172995974888618,0.0598955158770383,32,102,Shot,0.172995974888618
111,3.21324124098995,16,0.25212127050968,0.0784632250120148,34,102,Shot,0.25212127050968
129,3.29813016788009,18,0.28213165320809,0.0855429103301382,36,102,Shot,0.28213165320809
137,2.94766701395791,21,0.356684665998047,0.121005752789938,38,102,Shot,0.356684665998047
134,2.57945705837433,22,0.48347657615092,0.187433465729266,40,102,Shot,0.48347657615092
130,2.68894773434179,22,0.507142843432509,0.188602715090202,42,102,Shot,0.507142843432509
122,2.92611783488758,24,0.433421327655049,0.148121624661674,44,102,Shot,0.433421327655049
104,2.82161363427172,24,0.432278775911727,0.153202681848857,46,102,Shot,0.432278775911727
102,2.35190532088548,19,0.456602401881821,0.194141489381856,48,102,Shot,0.456602401881821
81,1.96523838343007,15,0.332333739297379,0.169106069828197,50,102,Shot,0.332333739297379
65,1.92820755055938,10,0.204882727672527,0.106255536450467,52,102,Shot,0.204882727672527
54,1.68291615212636,7,0.0869037922139509,0.0516388128452795,54,102,Shot,0.0869037922139509
41,1.03234949782794,4,0.0161056458183839,0.0156009625153789,56,102,Shot,0.0161056458183839
34,0.472431614387748,3,0.00110467273593033,0.00233827013749269,58,102,Shot,0.00110467273593033
26,0.274809691981126,0,0,0,60,102,Shot,0
10,0.148602185878828,0,0,0,62,102,Shot,0
3,0.0370908365001506,0,0,0,64,102,Shot,0
3,0.00366930055392712,0,0,0,66,102,Shot,0
2,0.000279614594803736,0,0,0,68,102,Shot,0
1,0.0000841015371283124,0,0,0,70,102,Shot,0
4,0.000856083580206678,0,0,0,14,104,Shot,0
12,0.022924558464586,0,0,0,16,104,Shot,0
23,0.224772246332532,0,0,0,18,104,Shot,0
33,0.971192849483492,1,0.000526696691128416,0.000542319366754531,20,104,Shot,0.000526696691128416
44,2.18740676824472,2,0.0120728748763242,0.00551926374718682,22,104,Shot,0.0120728748763242
61,3.15117290964143,2,0.0940261334835017,0.0298384557685858,24,104,Shot,0.0940261334835017
75,3.36788724127502,4,0.284045729091414,0.0843394415377992,26,104,Shot,0.284045729091414
86,3.19046900550097,4,0.340298448271703,0.106660947868468,28,104,Shot,0.340298448271703
102,3.19289479688517,6,0.201333759948805,0.0630568098094608,30,104,Shot,0.201333759948805
110,3.3039771786219,11,0.200095927136358,0.0605621396028586,32,104,Shot,0.200095927136358
119,3.36351750084299,19,0.31801731415051,0.0945490291252553,34,104,Shot,0.31801731415051
132,3.39033131328831,21,0.470061578453401,0.13864768219289,36,104,Shot,0.470061578453401
151,3.37765968444592,25,0.79708828614992,0.235988335302251,38,104,Shot,0.79708828614992
156,3.49057562789078,27,1.08846580964518,0.311829888728954,40,104,Shot,1.08846580964518
152,3.93813574131377,29,0.986033408566973,0.250380757123936,42,104,Shot,0.986033408566974
142,4.22942772404991,31,0.747082558868122,0.176639159624354,44,104,Shot,0.747082558868122
127,3.96085709604831,30,0.654027941915277,0.165122832269761,46,104,Shot,0.654027941915277
109,3.22893745224405,23,0.600488462366939,0.185970918064582,48,104,Shot,0.600488462366939
99,2.51730783424969,19,0.426031304992991,0.169240844999783,50,104,Shot,0.426031304992991
76,2.64533568654317,15,0.262046273488417,0.0990597430872187,52,104,Shot,0.262046273488417
56,2.7319006802948,7,0.109598620286136,0.0401180837490438,54,104,Shot,0.109598620286136
40,1.8706734508824,4,0.0204696239606668,0.0109423822479606,56,104,Shot,0.0204696239606668
32,0.869650266772234,3,0.00147708281126936,0.0016984791101734,58,104,Shot,0.00147708281126936
22,0.34923799970841,0,0,0,60,104,Shot,0
12,0.127620298337241,0,0,0,62,104,Shot,0
4,0.0277337740636222,0,0,0,64,104,Shot,0
1,0.00252608220063402,0,0,0,66,104,Shot,0
1,0.0000895166681451506,0,0,0,68,104,Shot,0
3,0.000475533376455869,0,0,0,14,106,Shot,0
11,0.0153479467859398,0,0,0,16,106,Shot,0
22,0.158548119638953,0,0,0,18,106,Shot,0
31,0.741187566428521,1,0.000390186505560702,0.000526434229652355,20,106,Shot,0.000390186505560702
46,1.82154679787739,3,0.00824248677699355,0.00452499314681256,22,106,Shot,0.00824248677699355
56,2.7243483745525,3,0.0606804153562237,0.0222733685320957,24,106,Shot,0.0606804153562237
70,2.81438825726718,5,0.170537478701038,0.0605948657796892,26,106,Shot,0.170537478701038
87,2.54351664995341,7,0.190197411787062,0.0747773409663138,28,106,Shot,0.190197411787062
96,2.69231312218047,10,0.126005222132574,0.0468018452588175,30,106,Shot,0.126005222132574
112,3.00439890254065,13,0.180080951346315,0.059939095036292,32,106,Shot,0.180080951346315
121,3.1475545253597,21,0.316718778051315,0.100623762193642,34,106,Shot,0.316718778051315
135,3.52990115247938,24,0.57645776351846,0.163307055528612,36,106,Shot,0.57645776351846
144,4.30284640210888,28,1.15522747355752,0.26847983069796,38,106,Shot,1.15522747355752
152,4.95438768493975,30,1.60031905766525,0.323010462529984,40,106,Shot,1.60031905766525
156,5.09982919301084,34,1.30438734159359,0.255770790006303,42,106,Shot,1.30438734159359
145,4.95658896306364,37,0.927118127518179,0.187047611659356,44,106,Shot,0.927118127518179
137,4.43526777081951,32,0.900967314808494,0.203137073422293,46,106,Shot,0.900967314808494
119,3.56878693768488,25,0.872349366102177,0.244438623357012,48,106,Shot,0.872349366102177
112,2.71899894902871,22,0.704108117973081,0.258958584086473,50,106,Shot,0.704108117973081
84,2.67022501131456,17,0.498004199477812,0.18650270945992,52,106,Shot,0.498004199477812
66,2.82137008632486,13,0.217418456275093,0.0770613034174128,54,106,Shot,0.217418456275093
45,2.09489745336694,5,0.0412876656163505,0.0197086809905623,56,106,Shot,0.0412876656163505
31,1.01169227657733,2,0.00299627473664616,0.00296164634841623,58,106,Shot,0.00299627473664616
25,0.313090758225474,0,0,0,60,106,Shot,0
14,0.0633285746448219,0,0,0,62,106,Shot,0
4,0.0089885578202352,0,0,0,64,106,Shot,0
1,0.000674805731456928,0,0,0,66,106,Shot,0
1,0.00030515652576635,0,0,0,14,108,Shot,0
9,0.0102754356645995,0,0,0,16,108,Shot,0
19,0.0985119640564196,0,0,0,18,108,Shot,0
34,0.420948939716539,2,0.000205665963674521,0.000488576984688485,20,108,Shot,0.000205665963674521
45,0.995154667896242,3,0.00383540817810904,0.00385408248771731,22,108,Shot,0.00383540817810904
62,1.61263313086972,4,0.0269609165087139,0.0167185679077383,24,108,Shot,0.0269609165087139
72,1.962629565872,6,0.0744561084588526,0.0379369136965852,26,108,Shot,0.0744561084588526
90,2.05239251532119,9,0.09782061174674,0.0476617464819742,28,108,Shot,0.09782061174674
100,2.23482910886744,12,0.126461205759041,0.056586521652713,30,108,Shot,0.126461205759041
108,2.53770246842383,15,0.256098587666742,0.100917499530906,32,108,Shot,0.256098587666742
125,2.87473692355095,24,0.402745603283687,0.140098246898435,34,108,Shot,0.402745603283687
136,3.61694006125494,25,0.597895485683964,0.165304228314062,36,108,Shot,0.597895485683964
149,4.86664069696883,30,1.02238950949733,0.210081157241405,38,108,Shot,1.02238950949733
153,5.73947600438146,35,1.33810164128916,0.233140035826906,40,108,Shot,1.33810164128916
160,5.52123170896637,36,1.17878103565858,0.213499649678579,42,108,Shot,1.17878103565858
152,5.17672892583906,39,1.08513546201687,0.209617980304231,44,108,Shot,1.08513546201687
143,4.82947937067214,35,1.34206829832458,0.277890885397404,46,108,Shot,1.34206829832458
125,4.01855189636228,26,1.34949715904939,0.335816780236432,48,108,Shot,1.34949715904939
104,2.85172167409675,22,0.939509840128668,0.329453553852252,50,108,Shot,0.939509840128668
85,2.10404983283486,17,0.525817038446519,0.249907122084684,52,108,Shot,0.525817038446519
60,1.91179287567254,12,0.204145165879448,0.106782051799221,54,108,Shot,0.204145165879448
46,1.42043841775698,6,0.0377187924633479,0.0265543313893958,56,108,Shot,0.0377187924633479
33,0.660746861420988,2,0.0027492859425544,0.00416087627967214,58,108,Shot,0.0027492859425544
23,0.174180878311458,0,0,0,60,108,Shot,0
12,0.0238526759492034,0,0,0,62,108,Shot,0
5,0.00177072903673402,0,0,0,64,108,Shot,0
1,0.000317610199832733,0,0,0,14,110,Shot,0
4,0.00727080590607872,0,0,0,16,110,Shot,0
14,0.0612895311677807,0,0,0,18,110,Shot,0
27,0.214277795746907,1,0.000436341347522882,0.00203633487082471,20,110,Shot,0.000436341347522882
40,0.430402737802632,3,0.00796231572024612,0.0184996865050086,22,110,Shot,0.00796231572024612
51,0.83415146225106,4,0.0539799200390907,0.0647123723711031,24,110,Shot,0.0539799200390907
69,1.50860918087316,6,0.153964123508213,0.102056997571168,26,110,Shot,0.153964123508213
75,2.04200668951151,8,0.236937102855834,0.116031501793226,28,110,Shot,0.236937102855834
87,2.19566470064311,13,0.287377999230238,0.130884282625696,30,110,Shot,0.287377999230238
97,2.27852064501547,15,0.39950082566344,0.175333423700766,32,110,Shot,0.39950082566344
112,2.54605837834355,26,0.574441824264251,0.225620052214976,34,110,Shot,0.574441824264251
121,3.30274009998569,28,0.712019821921809,0.215584575342424,36,110,Shot,0.712019821921809
141,4.48184596871798,34,0.91889255336684,0.205025464904517,38,110,Shot,0.91889255336684
144,5.39253254390561,38,1.09306635821253,0.202700002144237,40,110,Shot,1.09306635821253
153,5.16118069943182,42,1.07330613160442,0.20795747990815,42,110,Shot,1.07330613160442
151,4.70730235234651,39,1.15644367011571,0.245670148963182,44,110,Shot,1.15644367011571
138,4.51658738034156,38,1.44390769812462,0.319689973099874,46,110,Shot,1.44390769812462
124,3.83014162308295,27,1.42510453648914,0.372076198932311,48,110,Shot,1.42510453648914
99,2.58607711451546,21,0.899008898563648,0.347634219226324,50,110,Shot,0.899008898563648
84,1.53732301168119,18,0.356443650825764,0.231859959239122,52,110,Shot,0.356443650825764
56,1.14884153327407,11,0.0944657132201853,0.0822269307682225,54,110,Shot,0.0944657132201853
44,0.846613062321667,6,0.0144076844390543,0.0170180275739476,56,110,Shot,0.0144076844390543
31,0.403206040809058,2,0.000965626019691344,0.00239486992246881,58,110,Shot,0.000965626019691344
18,0.109303281010583,0,0,0,60,110,Shot,0
11,0.0167357584251907,0,0,0,62,110,Shot,0
3,0.00139181870399046,0,0,0,64,110,Shot,0
1,0.0000741748277675387,0,0,0,66,110,Shot,0
1,0.000121610686029087,0,0,0,14,112,Shot,0
1,0.00259365885779867,0,0,0,16,112,Shot,0
7,0.0215569901871401,0,0,0,18,112,Shot,0
21,0.080452022353602,1,0.000705160082350081,0.00876497646324871,20,112,Shot,0.000705160082350081
28,0.231951616089499,2,0.0125417834526783,0.054070687948296,22,112,Shot,0.0125417834526783
38,0.65925764550806,3,0.0851626838476731,0.129179668112976,24,112,Shot,0.0851626838476731
44,1.27189207403293,4,0.246018206860308,0.19342695176976,26,112,Shot,0.246018206860308
54,1.63379070902391,7,0.393839491920929,0.24105871685133,28,112,Shot,0.393839491920929
68,1.75787338626691,9,0.46093497618129,0.262211704086464,30,112,Shot,0.46093497618129
74,1.86080795182276,13,0.499665307786953,0.268520621538352,32,112,Shot,0.499665307786953
95,2.04423874193217,19,0.647207112919949,0.316600551415156,34,112,Shot,0.647207112919949
107,2.5565612405014,26,0.742838645888141,0.290561647466131,36,112,Shot,0.742838645888141
124,3.28002071675819,31,0.841628180194128,0.256592336717297,38,112,Shot,0.841628180194128
134,4.0832817611315,37,1.01976238876469,0.249740882069846,40,112,Shot,1.01976238876469
139,4.24452429297133,41,1.00460986524109,0.236683735537729,42,112,Shot,1.00460986524109
131,3.91303182520076,36,1.01899386387049,0.260410318492161,44,112,Shot,1.01899386387049
113,3.47365602873381,28,1.09560210301904,0.315403164261604,46,112,Shot,1.09560210301904
103,2.68209236182035,27,0.992519977364531,0.370054361845653,48,112,Shot,0.992519977364531
83,1.77928136069445,19,0.643371068087137,0.361590405148756,50,112,Shot,0.643371068087137
68,1.10607039895081,18,0.230101060284917,0.20803473314464,52,112,Shot,0.230101060284917
49,0.796029168915975,10,0.0400245736026767,0.0502802851523415,54,112,Shot,0.0400245736026767
36,0.643459002703549,4,0.00343908951523791,0.0053446909605558,56,112,Shot,0.00343908951523791
23,0.420225463791212,1,0.0001050487832033,0.000249981955533027,58,112,Shot,0.0001050487832033
14,0.178846038466841,0,0,0,60,112,Shot,0
7,0.0505105289990879,0,0,0,62,112,Shot,0
3,0.00888688108459147,0,0,0,64,112,Shot,0
1,0.000725183585515078,0,0,0,66,112,Shot,0
1,0.000365338691117401,0,0,0,16,114,Shot,0
5,0.00415992922110009,0,0,0,18,114,Shot,0
9,0.0365277464819336,1,0.000419232158565476,0.0114770879384203,20,114,Shot,0.000419232158565476
19,0.245862647266029,2,0.00745634797080978,0.0303272906792623,22,114,Shot,0.00745634797080978
27,0.820297650904084,3,0.0508074553414705,0.0619378286472886,24,114,Shot,0.0508074553414705
32,1.26977667454914,3,0.149391654477973,0.117651912712145,26,114,Shot,0.149391654477973
39,1.15624178195204,7,0.254758497595948,0.220333239615204,28,114,Shot,0.254758497595948
48,1.16628763895575,10,0.32150706015286,0.275667039085422,30,114,Shot,0.32150706015286
59,1.40066746643794,13,0.349178089949471,0.249294067518732,32,114,Shot,0.349178089949471
76,1.67134934543068,18,0.521354975899503,0.311936566298866,34,114,Shot,0.521354975899503
85,2.08403974845325,19,0.718348739586076,0.344690517596523,36,114,Shot,0.718348739586076
96,2.31279975079353,23,0.790897761293453,0.341965516479363,38,114,Shot,0.790897761293453
109,2.78767249151548,30,0.927696667139221,0.332785386361829,40,114,Shot,0.927696667139221
112,3.31014666709196,30,0.8913823026935,0.269287857107733,42,114,Shot,0.8913823026935
105,3.31356674526944,28,0.855200972679529,0.258090763948076,44,114,Shot,0.855200972679529
92,2.623344465191,26,0.807852736864433,0.307947639962568,46,114,Shot,0.807852736864433
85,1.58729945212078,24,0.539740558403974,0.340037009200016,48,114,Shot,0.539740558403974
68,0.975493348827468,19,0.281698869762091,0.288775797498455,50,114,Shot,0.281698869762091
49,0.785236990414907,16,0.0949739164436864,0.120949366373461,52,114,Shot,0.0949739164436864
31,0.639873949633509,7,0.0147175243591008,0.0230006618764999,54,114,Shot,0.0147175243591008
20,0.54444575467875,3,0.000930626559683272,0.00170930997566945,56,114,Shot,0.000930626559683272
13,0.445852076229575,0,0,0,58,114,Shot,0
8,0.281779513738581,0,0,0,60,114,Shot,0
5,0.124775988960986,0,0,0,62,114,Shot,0
3,0.0283941787564224,0,0,0,64,114,Shot,0
1,0.0026082240919943,0,0,0,66,114,Shot,0
1,0.000092427526876457,0,0,0,68,114,Shot,0
5,0.00106807022581107,0,0,0,18,116,Shot,0
8,0.0214077570810418,1,0.0000916910564709052,0.00428307627575355,20,116,Shot,0.0000916910564709052
11,0.182978968276665,1,0.00160106585241019,0.00874999934412884,22,116,Shot,0.00160106585241019
18,0.643426962890007,3,0.0111709428045068,0.0173616330194364,24,116,Shot,0.0111709428045068
22,0.953925258023353,3,0.0337414321629545,0.0353711487133392,26,116,Shot,0.0337414321629545
31,0.719684123910739,4,0.0627231067203363,0.0871536617752537,28,116,Shot,0.0627231067203363
39,0.665529971291244,9,0.0907091999311631,0.136296190771351,30,116,Shot,0.0907091999311631
46,0.939454127393524,11,0.136579244945962,0.145381494384293,32,116,Shot,0.136579244945962
49,1.31626145267219,16,0.35935816003987,0.273014270311058,34,116,Shot,0.35935816003987
60,1.69335501431823,17,0.670151715834043,0.395753820178019,36,116,Shot,0.670151715834043
75,1.63080401619397,21,0.728819562305834,0.446908123274543,38,116,Shot,0.728819562305834
77,1.72103261139544,22,0.728346574558803,0.423203238414087,40,116,Shot,0.728346574558803
79,2.20174609071145,22,0.694427445279483,0.315398514028969,42,116,Shot,0.694427445279483
76,2.49930323694086,23,0.706873805406404,0.28282834790052,44,116,Shot,0.706873805406404
71,2.05975387809215,21,0.667703291605915,0.324166541793031,46,116,Shot,0.667703291605915
56,1.14458450291587,16,0.343334838911935,0.299964605529147,48,116,Shot,0.343334838911935
46,0.673642473747185,11,0.0969370996014093,0.143899922257262,50,116,Shot,0.0969370996014093
33,0.62639820183224,8,0.0199732066184608,0.0318857981393279,52,116,Shot,0.0199732066184608
20,0.534065750095637,3,0.0025705077811781,0.00481309235935423,54,116,Shot,0.0025705077811781
13,0.411416122384947,1,0.000105998489520046,0.000257643013369484,56,116,Shot,0.000105998489520046
11,0.334102705276764,0,0,0,58,116,Shot,0
7,0.268200237259619,0,0,0,60,116,Shot,0
4,0.147273412574564,0,0,0,62,116,Shot,0
3,0.036405298603292,0,0,0,64,116,Shot,0
1,0.0034510190533744,0,0,0,66,116,Shot,0
1,0.00012229361629086,0,0,0,68,116,Shot,0
2,0.000163301261979465,0,0,0,18,118,Shot,0
6,0.00636031263917968,0,0,0,20,118,Shot,0
7,0.0593966125947179,1,0.000128821128865028,0.00216882955504577,22,118,Shot,0.000128821128865028
7,0.222715708085817,1,0.000827513022427291,0.00371555751293679,24,118,Shot,0.000827513022427291
16,0.34353692831107,3,0.00284556927722951,0.00828315398644095,26,118,Shot,0.00284556927722951
19,0.260697614565171,3,0.00590476543241944,0.0226498636831345,28,118,Shot,0.00590476543241944
27,0.272368646382628,8,0.0116178001372158,0.0426546898533061,30,118,Shot,0.0116178001372158
27,0.450788656793604,8,0.0447413732218309,0.0992513288601137,32,118,Shot,0.0447413732218309
31,0.690264588509321,12,0.205635345365124,0.297908003377675,34,118,Shot,0.205635345365124
35,0.902666877423073,12,0.440645702968501,0.488159822842345,36,118,Shot,0.440645702968501
51,0.789419317715532,15,0.447771133159928,0.567215829548882,38,118,Shot,0.447771133159928
52,0.708864471292425,16,0.352447534127686,0.497200167875662,40,118,Shot,0.352447534127686
56,0.994467711555341,17,0.324576485033309,0.326382125092502,42,118,Shot,0.324576485033309
46,1.32487818026946,15,0.351820455152585,0.26554928626044,44,118,Shot,0.351820455152585
43,1.1778999447988,14,0.331388106278089,0.281338077772551,46,118,Shot,0.331388106278089
40,0.676431990119787,11,0.157646680074444,0.233056216112024,48,118,Shot,0.157646680074444
29,0.403448085022765,7,0.0326081257724903,0.0808235978382458,50,118,Shot,0.0326081257724903
20,0.353069191250343,5,0.00333483505909936,0.00944527345274598,52,118,Shot,0.00333483505909936
12,0.279736989791239,1,0.000105998489520046,0.000378921963803034,54,118,Shot,0.000105998489520046
9,0.183551387198802,0,0,0,56,118,Shot,0
8,0.130802077975814,0,0,0,58,118,Shot,0
5,0.11603461085806,0,0,0,60,118,Shot,0
3,0.0692670002097106,0,0,0,62,118,Shot,0
2,0.0175294899824741,0,0,0,64,118,Shot,0
1,0.00167979130959084,0,0,0,66,118,Shot,0
5,0.000781886141730218,0,0,0,20,120,Shot,0
6,0.00796593176899765,0,0,0,22,120,Shot,0
6,0.0318700622172331,0,0,0,24,120,Shot,0
8,0.0517052207709132,0,0,0,26,120,Shot,0
12,0.0450322683852388,1,0.000114826792890145,0.00254987805428395,28,120,Shot,0.000114826792890145
17,0.0677101825959028,4,0.00109014175834169,0.0161001154707808,30,120,Shot,0.00109014175834169
17,0.124426089180051,5,0.0123924528598606,0.0995969007908627,32,120,Shot,0.0123924528598606
17,0.187742721580214,6,0.0680445779740881,0.362435237975475,34,120,Shot,0.0680445779740881
23,0.245421291374737,8,0.148497305240382,0.605070996116794,36,120,Shot,0.148497305240382
27,0.201415573879677,9,0.138424970960577,0.687260514637613,38,120,Shot,0.138424970960577
32,0.168392931812585,11,0.0843292847649101,0.500788743667492,40,120,Shot,0.0843292847649101
32,0.301388177282994,11,0.0693585088353528,0.230130157926624,42,120,Shot,0.0693585088353528
29,0.455329343652904,9,0.0754471464581947,0.165697966779202,44,120,Shot,0.0754471464581947
26,0.385682244512809,7,0.068658382806526,0.178018002600184,46,120,Shot,0.068658382806526
22,0.204881770458592,5,0.0312037701044499,0.152301349381186,48,120,Shot,0.0312037701044499
15,0.114275697012911,3,0.0059066046124085,0.0516873208110136,50,120,Shot,0.0059066046124085
11,0.0897402268515579,3,0.000452340896784908,0.00504055887370486,52,120,Shot,0.000452340896784908
7,0.0646055186853963,0,0,0,54,120,Shot,0
7,0.0366423383746011,0,0,0,56,120,Shot,0
5,0.0218203723754972,0,0,0,58,120,Shot,0
4,0.0197950812638166,0,0,0,60,120,Shot,0
2,0.0122221185637018,0,0,0,62,120,Shot,0
1,0.00312261116984821,0,0,0,64,120,Shot,0
1,0.000300793759103634,0,0,0,66,120,Shot,0
